school_name,School Code,comment,score,date,thumbup,thumbdown,place_id,commentgg,Author Name,Rating,Likes,Date
Acadia University,,,,nan,,,ChIJc425bQoFzkwRrtsvYsNZihg,"Students go back next week .. we checked out the place, before it got busy.",Kris Pearson,5.0,,2023-08-29
Acadia University,,,,nan,,,ChIJc425bQoFzkwRrtsvYsNZihg,I taught  a geographic information systems workshop here and the facilities were wonderful and everyone was so nice.,Joseph Kerski,5.0,,2023-07-16
Acadia University,,,,nan,,,ChIJzb_rumaZiFMR3q9dqFC0y5A,I love this university from my whole heart. Finished my ESL course before the 1st year of Social Work program. Enjoyed ice fishing and snow sports a lot in PG!,Yang Y,5.0,,2020-11-06
Acadia University,,,,nan,,,ChIJc425bQoFzkwRrtsvYsNZihg,Average Campus. Nice greenery and Parks. Lots of old and historic buildings. Not very clean and not as well maintained. Old area of the city.,Lou Mustillo,3.0,,2023-08-29
Acadia University,,,,nan,,,ChIJc425bQoFzkwRrtsvYsNZihg,Great bilingual university in the national capital!! Large variety of programs offered. Some of their student services could be improved though.,Samina Aziz,5.0,,2023-08-29
Acadia University,,,,nan,,,ChIJzb_rumaZiFMR3q9dqFC0y5A,"I have always appreciated the beauty in and surrounding this amazing small campus. Going there feel connection to community, nature and diverse individuals. Lovely place to study, wander, explore, learn!",Mitch Guitard,5.0,,2022-04-01
Acadia University,,,,nan,,,ChIJzb_rumaZiFMR3q9dqFC0y5A,"If your an international student I strongly recommend that you dont pay application fees before knowing the hidden policies , like in my case my GPA is not 2.23 and they rejected my application because my last 12 months in my previous bachelors was below 2.0 regardless that i graduated with that GPA , so if your an international student again I recommend you ask about everything before you pay",mohannad bakri,1.0,,2023-01-12
Acadia University,,,,nan,,,ChIJzb_rumaZiFMR3q9dqFC0y5A,This is an amazing place to study while you get closer to the north. I am happy to be here and most of all for being a grad student. We are all timberwolves! #UNBC,Jhoan Paola C,5.0,,2021-01-14
Acadia University,,,,nan,,,ChIJzb_rumaZiFMR3q9dqFC0y5A,"UNBC is a beautiful campus! It's amazing to be surrounded by so much greenery.

I like how straight forward the layout is. The pieces of art showcased on campus is proof of how unique the campus is.",Colleen Wong,5.0,,2020-02-09
Acadia University,,,,nan,,,ChIJX5wekfB16lIR-nDXGoTiYFQ,"Where do I start.
1) Staff over paid
2) parking is overpriced and not enough spots.
3) Faculty’s are underfunded. However the University is making good money.
4) Tuition fees get more and more expensive every year, yet nothing ever changes.
Don’t recommend this University.",M B,1.0,,2023-05-13
Acadia University,,,,nan,,,ChIJX5wekfB16lIR-nDXGoTiYFQ,"5ftfff dxrdrdtg nuhfdsrtyn 6yty  yoga  5u6v you very close friend who will it be Sara
Close friend to university of manitoba vaccine in the swimming pools",Kuntala Shabnam,5.0,,2022-12-24
Acadia University,,,,nan,,,ChIJq6ePeZCgHlMRJAyHny_D4Uc,"We are an educational consultants Corporation and One of our students applied for UOR master's course through third party agent. The university is sitting on that application since November 2022 and still there is no response them. We have contacted their agent, UOR department and emailed them several times but their is no proper response from them.

Their requirements are so high and expensive. The student went through WES Paid almost CAD 800 for their requirements and all the requirements were completed in March 23 but they still haven't provided any result for the application.

This university does not value the time and effort of students. Now they have only Jan 2024 intake left. Imagine a student waiting for more than 1 year just to study in this college.

We will never make this mistake again of recommending this college to our clients.",GladdenWorld Consultants,1.0,,2023-06-01
University of Lethbridge - Edmonton,/school/16613,,,nan,,,,,,,,
Acadia University,,,,nan,,,ChIJCbDKp7I7K4gRoENk1gi7aIY,"Professors really seem to care about your education and have mandatory office hours. The small atmosphere is really welcoming and there's tons of opportunities, including research positions. Programs are very specific though so you have to be sure you're dedicated to whatever it is you're choosing to study as there's not alot of choice. The only bad thing is lack of parking as there's never spots on campus past 10:30 am and off campus parking is sometimes full too, leaving you with no place to park.",Victoria V,4.0,,2018-04-10
Acadia University,,,,nan,,,ChIJCbDKp7I7K4gRoENk1gi7aIY,"I currently just finishing up my BBA in business from Guelph-Humber and thought i would leave a review and thoughts for those deciding where to go:

Guelph Humber is a small school (a bigger high school of 4500 students total in a sense). This is great since you will make friends in your classes as you have multiple of the same classes. People were friendly and easy to get along with. The only issue is that it is a commuter school and not much to do in the area hence most people go to class and go home after.

Administration was not the most helpful imo, although it depends who you got some were super helpful and others not so much. (Like any school)

The program was good but in my opinion it would be nice if there were more areas of emphasis that related to some courses. For example there was a data analytics class that I enjoyed but no more classes or area of emphasis for data analytics. Hence I'm applying to college certificate programs for that program.

Most professors are nice, approachable and you'll have the same professors in multiple classes and they get to know you by name. It's nice having a friendly face on campus to talk to when you bump into them in the hallway. But the school does rely heavily on sessional instructors meaning their are a few (not many) professors who may take awhile to get marks back or reply to emails since teaching is a priority just not their top priority.

The 100 hour co-op program is awesome to get experience but the school is small so there is not as many connections to industries as the bigger schools. Most (70%) of the internships are unpaid on the schools job board (although I imagine most schools co-ops are unpaid). Some students just ended up doing data entry or administrative services for free. While it is experience it may not be the most valuable experience imo. Although any experience is good experience.

Overall I did enjoy my time at GH and glad that I went. Feel free to DM me any questions, I'll be happy to answer them.
This is just my experience and opinion of GH and only for the business program",Tye Dryden,4.0,,2020-04-24
Acadia University,,,,nan,,,ChIJCbDKp7I7K4gRoENk1gi7aIY,"I am just finishing in the BASc. Justice Studies program and am giving my overall experience at the university of Guelph-Humber a 4/5 stars.

Pros:
- Small university (one building)
- Small class sizes (30-60 students per course)
-You get to know your profs well which can help you get references
- Some profs in my program were absolutely amazing such as Ron Stansfeild, Laura MacDiamid, Nitin Deckha,  Danny O'Rourke, Jamie Killingsworth, Maria Iannuzziello, Aubrie Appel
- Most courses were actually interesting
- Good choice of electives
- Placement and travelling opportunities

Cons:
- Limited food options
- Lack of social life
- Some courses were redundant and repetitive
- Some profs were not the greatest
- Readings and amount of work varied wildly from course to course
- Less options to create a flexible schedule as compared to other universities
- Almost no courses taught in the Spring semester",Visually Victoria,4.0,,2022-04-08
Acadia University,,,,nan,,,ChIJt6A4HTybK4gRxxNATeWZ648,Beautiful campus and seems to have a good focus on science education as well as research. Really nice science labs and facilities.,Anne Schmidt,4.0,,2023-07-25
Acadia University,,,,nan,,,ChIJt6A4HTybK4gRxxNATeWZ648,Dropped our youngest off for his first day of uni. What a great campus! Some beautiful old buildings. Great green space. A welcoming university community. Great food too!,Christopher Doig,5.0,,2023-09-02
Acadia University,,,,nan,,,ChIJt6A4HTybK4gRxxNATeWZ648,"I'm heading into my 3rd year here. The university itself is pretty good. There's nice greenery, nice buildings, and pretty good labs and professors. The 2nd year microbiology labs are fun and awesome! The TAs in my labs have been friendly and helpful. For the most part, the professors are engaged in the class and care about teaching the content and helping the students. Sometimes, you won't like some classes because of their structure or the professor themselves, it happens. Overall, good school, but they're increasing the compulsory fees year by year, which bothers me. My fees for the Fall 2023 semester are ~$1000 compared to the ~$700 2 years ago. The winter semester fees are cheaper, but it's still very annoying, especially since half the services I have to pay for I don't even want or need. I'm not a gym person, and I have to pay ~$200 per semester for it. I also have no need to pay ~$150 for the bus pass. I wish they saved the students some money by making at least some things optional.",Sarah J,4.0,,2023-08-05
Acadia University,,,,nan,,,ChIJt6A4HTybK4gRxxNATeWZ648,Nice University. Lots of greenery. Good mix of modern and historic buildings. The surrounding area of the campus is an older area. Lots of sporting facilities. Lots of outdoor activities.,Lou Mustillo,4.0,,2023-08-29
Acadia University,,,,nan,,,ChIJt6A4HTybK4gRxxNATeWZ648,"Had a great time while I was at this school. My educational experience was also good. Clean online format, easy to enroll in courses, and caring profs.",aaron dinh,5.0,,2023-08-14
University of Calgary School of Public Policy,/school/18207,,,nan,,,,,,,,
Acadia University,,,,nan,,,ChIJVVWVueZvcVMRXDBAg_U1-iA,,,,,
Acadia University,,,,nan,,,ChIJsbMcSLd9cVMR-wPI46n0rzY,One of the best institution of learning in Canada. It's a place to consider when obtaining a new degree or stepping upper comes into you mind,Atuoha Anthony,5.0,,2023-01-29
Acadia University,,,,nan,,,ChIJsbMcSLd9cVMR-wPI46n0rzY,"This review has nothing against the institution itself. But everything against the parking authority on campus. I paid for parking in an area that was clearly marked as public parking, and was given a ticket regardless- when I called to refute the ticket, I was told that area was meant for contractors and not students (I am not a student).",Pardeep Sooch,1.0,,2022-12-11
Acadia University,,,,nan,,,ChIJsbMcSLd9cVMR-wPI46n0rzY,The buildings of this library look quite old outside. But inside of library is quite new and comfy.,Tommy Chan,3.0,,2023-09-03
Acadia University,,,,nan,,,ChIJsbMcSLd9cVMR-wPI46n0rzY,Great university and campus! Very nice faculty and overall great atmosphere. The cafeteria is also very nice!,Punit Kumar Jha,5.0,,2023-08-02
Acadia University,,,,nan,,,ChIJsbMcSLd9cVMR-wPI46n0rzY,"Beautiful campus especially in summer, nice to walk around, active and busy place.",Ash K,5.0,,2023-01-20
Acadia University,,,,nan,,,ChIJCbDKp7I7K4gRoENk1gi7aIY,"The worst university ever in terms of Internship program !, Useless management, support & placement coordinator. No one pays attention for the applications, no one is having a proper / good contacts in any reputable company in order to secure an internship opportunity ... Time Wasters ... Students are on their own to search & secure an internship !!, The worst college in Ontario is having better service & program management than these",Basem Khanfar,2.0,,2021-12-28
Acadia University,,,,nan,,,ChIJCbDKp7I7K4gRoENk1gi7aIY,"Some professors care about their students, some are only their for their paycheck. Placement coordinator was very rude to my child and this school has given them a hard time. They did not care that my child was going through things. While i understand that they do not need to care, it is jus sad how fast professors turn their back on students when they are having a hard time.",charlie vincenzo,1.0,,2023-05-01
Acadia University,,,,nan,,,ChIJU-FS3TroL4gRXnn0MdF1nnw,Attended COVID clinic. Beautiful facility and excellent staff at booster clinic.,Jim Atki,5.0,,2022-11-09
Acadia University,,,,nan,,,ChIJv0SCjwvuLogRu6LuaIDAugM,It’s a really nice school class sizes smaller than western teachers really want to see the students do well.,Jennifer,5.0,,2023-03-04
Acadia University,,,,nan,,,ChIJP7MLsTkioFMRjxi-re3r9zc,,,,,
Acadia University,,,,nan,,,ChIJGx5DBC2GblMRK4d2uP4OhZA,"Tuition fees such as the mandatory Upass are absolutely unfair. They do not allow you to get out of fees, unless you have an endless bank account I would not recommend attending this University.  My tuition this semester is $4,300.00",Clark Kent,1.0,,2023-01-21
Acadia University,,,,nan,,,ChIJGx5DBC2GblMRK4d2uP4OhZA,"Am looking for a school with a good learning environment and fair for international students. I prefer Alberta, Saskaswan, Maritoba or New Found land. Any suggestions?",Karuri Modest,3.0,,2023-05-06
Acadia University,,,,nan,,,ChIJGx5DBC2GblMRK4d2uP4OhZA,Looking for a place of higher learning? Don't waste your time on this institution. Thought exchange must state approved and societal concepts are not be discussed. Save your money and your mind; and use your tution to open a small business instead.,Happy Truck,1.0,,2023-01-30
Acadia University,,,,nan,,,ChIJGx5DBC2GblMRK4d2uP4OhZA,"Was there with my family to see a friend, but it stated online that they have a hotel called University of Lethbridge Lux Hotel, which turns out to be a student hostel and not a hotel, we were practically misled online. The university needs to take down that hotel insinuation so that people don't bank on it and get disappointed when they get to the location.",Babatunde,4.0,,2023-06-06
Acadia University,,,,nan,,,ChIJGx5DBC2GblMRK4d2uP4OhZA,"the University of Lethbridge environment is one that encourages growth, fosters a sense of belonging, and prioritizes academic excellence. The supportive community, dedicated faculty, emphasis on research, and commitment to diversity create an environment that truly sets the university apart. I am proud to be a part of this vibrant academic community and would highly recommend the University of Lethbridge to prospective students seeking a well-rounded and enriching university experience.",Fawaz Ashipa,5.0,,2023-07-25
Acadia University,,,,nan,,,ChIJv0SCjwvuLogRu6LuaIDAugM,"So far my experience is very good. University is tough and hard, again it's great experience. Professors are very nice and highly educated. Like it pretty much as of today",Sukhpreet Singh,5.0,,2023-02-09
Acadia University,,,,nan,,,ChIJU-FS3TroL4gRXnn0MdF1nnw,Student Resident isn't great at all especially if u come from far away. People here act really Immature.,DarkerTC,1.0,,2022-05-15
Acadia University,,,,nan,,,ChIJv0SCjwvuLogRu6LuaIDAugM,i am a mature student starting King's in September. This summer i visited enrolment services and financial services. In both offices i have received friendly and professional assistance.,Alex Privorozky,5.0,,2023-07-20
Acadia University,,,,nan,,,ChIJv0SCjwvuLogRu6LuaIDAugM,"They are open for TWO hours for academic counselling the first week of school.  They take THOUSANDS of dollars for tuition but are rude, dismissive and unhelpful when a student needs to change  their courses.  They are extremely unhelpful when dealing with parents who are footing the bill.",Heather Lynn,1.0,,2023-08-31
Acadia University,,,,nan,,,ChIJv0SCjwvuLogRu6LuaIDAugM,I don’t know much of the college itself but I know that I enjoy roaming the grounds because of the nice surroundings. The building itself is very cool and the greenery is pleasant. It would be very cool to go inside and see what it’s like someday. I’m sure there’s lots of interesting history to discover as well. 👍✌️,Yodaman Solo,5.0,,2020-07-20
Acadia University,,,,nan,,,ChIJU-FS3TroL4gRXnn0MdF1nnw,Worst people when you trying to reach out them over the phone.,Gagandeep Chauhan,1.0,,2023-05-11
Acadia University,,,,nan,,,ChIJU-FS3TroL4gRXnn0MdF1nnw,2 daughters graduated from vet tech program. Great professors.,Lost,5.0,,2019-10-29
Acadia University,,,,nan,,,ChIJU-FS3TroL4gRXnn0MdF1nnw,Alternative Vet Tech program is perfect for getting experience while being in school!,Taylor,5.0,,2019-04-29
Acadia University,,,,nan,,,ChIJq6ePeZCgHlMRJAyHny_D4Uc,Terrible in so many ways. International students pay so much money and this place still has a budget problem which only means that tuition is going to increase even more. If it actually did a good job with treating people like decent human beings maybe it would be somewhat reputable. The blatant racism on top of all the rest of the terrible things is just yuck. Spend your money elsewhere.,Rohgul Popalzai,1.0,,2023-03-24
Acadia University,,,,nan,,,ChIJq6ePeZCgHlMRJAyHny_D4Uc,"Save yourself the misery and avoid the University of Regina. Inadequate professors and a curriculum stuck in the past ensure that you'll graduate with regrets instead of a promising future. Calling the University of Regina a 'learning' institution is a stretch. With disorganized courses and a complete lack of innovation, it's more like a masterclass in how not to educate. place where your Dreams Go to Die. From unhelpful staff to outdated facilities, this institution has perfected the art of disappointment.",Param Patel,1.0,,2023-08-18
Acadia University,,,,nan,,,ChIJtfh7ySvmP00RNr-01dhQ8rE,,Nik Anold Kouakou,5.0,,2022-06-04
Acadia University,,,,nan,,,ChIJf9Wrt2_a1IkRrHuIaQFuZbs,my friend took me on a campus tour here! many of the buildings look sad (especially the science one) but the valley land trail is lovely. no longer a UTSC disliker.,Angelica H.,5.0,,2023-04-27
Acadia University,,,,nan,,,ChIJ70vsxnctO4gR7kFOKhnxRBo,Overall good education and academic experience here (specifically in Computer Science). Found professors and TAs supportive of the students as well as the staff for admin stuff. Facilities were nice for study and some of them fairly new. Campus life is not very big but it is here if that is your thing. I also enjoyed that it was a somewhat calm city which definitely helped my focus here i think and to stick to a routine. Definitely a great place if youre looking for somewhere to get your degrees and buckle down to excel. Would recommend any potential students to come here if they find a program for them and have that aforementioned purpose in mind.,Lok D.,5.0,,2023-05-07
Acadia University,,,,nan,,,ChIJ70vsxnctO4gR7kFOKhnxRBo,"Easy to get around campus, had the basics when I went.  All Universities charge a lot, I'm thankful I live in the city where I went to school.  What can we say we are cash cow students at every University, but I had a lot of Professors/Mentors that I'm glad I had a chance to meet and learn from.  I became a published Author from my Women's poetry class, who would have thought as opportunities like that don't come around often and thanks to this educational institution that gave me the opportunity to work hard and do what I needed to become the Chartered Professional and Business Owner I am today.",SLK,4.0,,2023-03-05
Acadia University,,,,nan,,,ChIJ70vsxnctO4gR7kFOKhnxRBo,"Terribly ran each department only has one dependable worker to help with problems. Everyones confused and all around its a mess.
Good if you need a cheap degree and dont want to spend a lot but you will not enjoy your time here.

Welp in the two weeks of me making this post they have made another mistake which there is no accountability for even after I told them on there phone the mistake was with there office they just refused to accept responsibility and sent me on a goose chase to only have every other department point the finger right back at them.

The 4 years I spent at uwindsor have been the worst possible years of my life nothing but incompetent staff passing you off to different departments constant administration mistakes with no accountability if you are planning on going to university here trust me go anywhere else. This place will bleed your bank account and give you a subpar education if they let you graduate.",Dalyn Hebert,1.0,,2023-07-13
Acadia University,,,,nan,,,ChIJ70vsxnctO4gR7kFOKhnxRBo,"The University of Windsor has nine faculties, including the Faculty of Arts, Humanities and Social Sciences, the Faculty of Education, the Faculty of Engineering, Odette School of Business, the Faculty of Graduate Studies, the Faculty of Human Kinetics, the Faculty of Law, the Faculty of Nursing, and the Faculty of Science. Through its faculties and independent schools, the university has demonstrated its primary research focuses of automotive, environmental, social justice, and international trade research. In recent years, it has increasingly begun focusing on health, natural science, and entrepreneurship research.
The University of Windsor (U of W or UWindsor) is a public comprehensive and research university in Windsor, Ontario, Canada. It is Canada's southernmost university. It has approximately 12,000 full-time and part-time undergraduate students and 4,000 graduate students. The university was incorporated by the provincial government in 1962, and has graduated more than 135,000 alumni",AAYUSH TYAGI,4.0,,2021-03-18
Acadia University,,,,nan,,,ChIJ70vsxnctO4gR7kFOKhnxRBo,My Alma mater. Did my bachelor's from Odette school of business. Only fond memory I have of Windsor is the university and my house mates and ofcourse the lifelong friends I made,Syed Ali Ishtiaq,5.0,,2023-08-26
Acadia University,,,,nan,,,ChIJ_8ztAq32K4gRF44mljnynd0,"I went to the University of Waterloo from September 2021 to April 2023. My experience at this school was nothing but average, while the clubs at the school are fairly amazing everything else was average to say the least.",Sodbileg Boldkhuyag,3.0,,2023-04-29
Acadia University,,,,nan,,,ChIJ_8ztAq32K4gRF44mljnynd0,"Not perfect, but the best university I could have gone to. All the profs I had first year really cared about their students and teaching. Very flexible and understanding of your circumstances. I know we get a rep as a lame academic school that never parties, but it’s not true at all. Sure we may not be like Queens or Laurier where everyone parties hard all the time, but if you want to party when you go to university you WILL ALWAYS find people to party with. It is a bit more intense than some other schools, but you are paying for an education here so you want to get the most out of it as possible.

The people are also amazing and work to create a sense of belonging amount students. I made my best friends at Waterloo and we are now all living together.

Just to add a couple of things about the campus:
- huge campus with lots of study spaces and different facilities
- we have really good indoor bridges between building to keep you warm
- very lively, there are always events going on
- we are actually pretty good at sports and have a HUGE sports facility
- super close to tons of yummy restaurants
- A LOT of geese, and they do become aggressive in the spring
- actually a really gorgeous campus despite what you might believe
- Dana porter library can be so beautiful to study at when you’re on the 10th floor
- health services is right in the middle of campus and there is also a walk in clinic beside the uni
- they keep their campus very clean
- connected to the ion (train that connects uw to other places of the city)
- lots of grant and scholarship opportunities
- a lot of fun weird things just around campus like a museum, huge plant wall…
- lots of food options for people with dietary restrictions
- a super active student community that doesn’t make u cringe (check out club instagram pages)
- faculties steal each other’s mascots as a fun little game
and a million other little things

For those who are scared to leave home: I left my home town to go to uni and I was so scared and sad, but once I got there I realized how miserable I had been at home. My point is: leaving home is so sad and straight up scary, until you leave.",Zoe,5.0,,2023-07-11
Acadia University,,,,nan,,,ChIJ_8ztAq32K4gRF44mljnynd0,Nice University Campus. Very clean and modern. Buildings are very spread out. Not as walkable as other Campuses. Not a lot of greenery and artwork.,Lou Mustillo,3.0,,2023-08-29
Acadia University,,,,nan,,,ChIJ_8ztAq32K4gRF44mljnynd0,Helped me with my career in tech after I graduate. Made some amazing friends who now become wildly successful.,Anh Le,5.0,,2023-07-20
Acadia University,,,,nan,,,ChIJ_8ztAq32K4gRF44mljnynd0,"Love and hate with this place. Lots of memories there. Can’t go wrong with this university, one of the best universities in Canada or the world. Lots of efforts to spend there but certainly will lead you to success. You need to stay strong. Took me a while to look for my graduation composite as they have moved mine from DWE to the new engineering building E6. Many nice bridges connecting the buildings. Very impressive new buildings which will definitely another step to success. Praise God for the blessings and assistance to overcome all the difficulties and lead. I",Stanley C,5.0,,2023-08-22
Acadia University,,,,nan,,,ChIJyyQgXgAxK4gR3Ck5YLo2INk,"I wish I enrolled in Vic instead of University College.... First year take notes: if you like history (especially renaissance and reformation), enrol in Vic. But if you don’t like walking extra miles to get to class at Con Hall or Earthsci, don’t choose Vic.

Seriously, the most beautiful college at UofT.",Tina,5.0,,2019-03-09
Acadia University,,,,nan,,,ChIJyyQgXgAxK4gR3Ck5YLo2INk,"In this building you can find the Spanish and Portuguese department the office of Vic president and a coffee store . Also the guys down at the mail room are really nice. I could always relay on their help with technology. Thank you James for all the emergencies you helped us with.
Also i need to say thank you to the cleaning team. Despite large amount of people who do not know how to use a public space, the toilets are sparkles each time you leaning team passes by.",Petre Ene,5.0,,2018-04-09
Acadia University,,,,nan,,,ChIJyyQgXgAxK4gR3Ck5YLo2INk,I like the historical scheme of the Victoria university buildings. They absolutely nice for photo shooting.,omid gholami,5.0,,2022-07-02
Acadia University,,,,nan,,,ChIJyyQgXgAxK4gR3Ck5YLo2INk,"Its a beautiful place for students and non students to walk around especially during summer.
The architecture reminds you of the old era that was simple yet elegant.
The location is huge and safe to have a quick happy walk!
The ancient structures and huge trees across the campus give a feeling of good vibes.",E Sayed,4.0,,2020-07-08
Acadia University,,,,nan,,,ChIJyyQgXgAxK4gR3Ck5YLo2INk,Old Toronto -academic institution,Petre Diaz,3.0,,2023-05-14
Acadia University,,,,nan,,,ChIJ_Yz_Nb5KhFQRac_kYxebGAY,University of fraser valley,Roni Khalil,5.0,,2018-06-05
Acadia University,,,,nan,,,ChIJ_Yz_Nb5KhFQRac_kYxebGAY,I've been attending this university for a few years now and the professors in the Agricultural and Environmental studies departments have been amazing to me. The professional relationships I've developed because of the extra work they put in have helped with my career in numerous ways.,Weston Johnsrude,5.0,,2023-05-25
Acadia University,,,,nan,,,ChIJ_Yz_Nb5KhFQRac_kYxebGAY,"3/10 proffesors teach well. Rest know that everyone here is just for Canadian PR requirements. I faced this one professor who left the course without teaching anything for 3 months and no gradings and came back the next year and repeating the same thing. The CIS department does not like to take your concerns seriously as well.
Conclusion: If you want to study, this university isnt for you. If you just want to graduate, might take a shot.",Abhishek Dere,2.0,,2023-03-27
Acadia University,,,,nan,,,ChIJ9dAUEFIxhFQRb3xvKq2s9LU,No public Wi-Fi,Maynard Hogg,3.0,,2019-10-10
Acadia University,,,,nan,,,ChIJtfh7ySvmP00RNr-01dhQ8rE,,yasmine nedjar,5.0,,2023-02-18
Acadia University,,,,nan,,,ChIJtfh7ySvmP00RNr-01dhQ8rE,,vijo v chittilappilly,5.0,,2022-06-03
Acadia University,,,,nan,,,ChIJtfh7ySvmP00RNr-01dhQ8rE,,Luc Therriault,5.0,,2018-03-15
Acadia University,,,,nan,,,ChIJ9dAUEFIxhFQRb3xvKq2s9LU,"Studied Graphic Design there, really great program and lovely people. Labs and classes are amazing!",Sultan “GEO” Jum,5.0,,2017-06-10
Acadia University,,,,nan,,,ChIJ9dAUEFIxhFQRb3xvKq2s9LU,"Great university,good programs,courses",Paul Mc,4.0,,2021-07-22
Acadia University,,,,nan,,,ChIJ9dAUEFIxhFQRb3xvKq2s9LU,,Harman Sidhu,5.0,,2023-08-18
Acadia University,,,,nan,,,ChIJ9dAUEFIxhFQRb3xvKq2s9LU,,billie gauthier,4.0,,2019-08-20
Acadia University,,,,nan,,,ChIJ_Yz_Nb5KhFQRac_kYxebGAY,"This place is a solid university. It’s got lots going for it. Library and decent food, Timmy’s and Triples Os.
All the teachers I have got it’s been solid, a few haven’t been great and not all will. The age variety is more in the early 20s. It’s still an amazing place for anymore to start over in their career.",Nick Potter,5.0,,2022-11-10
Acadia University,,,,nan,,,ChIJRV_rct9GhFQRB6sUGq6P01s,Students are falling asleep in class because they weren’t given a spring break.,PP Grewal,1.0,,2023-03-20
Acadia University,,,,nan,,,ChIJRV_rct9GhFQRB6sUGq6P01s,We drive our granddaughter here to the Indigenous Center every Tuesday and Thursday for her Halq'emeylem language classes. It's been a long awaited time for indigenous languages to be recognized and taught so our languages never fade away.. The language teachers are super helpful.,Kathy James,4.0,,2022-04-15
Acadia University,,,,nan,,,ChIJRV_rct9GhFQRB6sUGq6P01s,"The campus is good, but the fact that students get charged so much for parking and other unnecessary fees like papers and the UFV radio station makes it difficult to give it more than 4 stars",Weston Johnsrude,4.0,,2023-05-25
Acadia University,,,,nan,,,ChIJRV_rct9GhFQRB6sUGq6P01s,"A very nice campus. It could use some more liveliness and school spirit, but it's an excellent place to study.",Daniel Morrison,4.0,,2022-03-23
Acadia University,,,,nan,,,ChIJRV_rct9GhFQRB6sUGq6P01s,They are a good school,Lynda White,5.0,,2023-07-26
Acadia University,,,,nan,,,ChIJ_Yz_Nb5KhFQRac_kYxebGAY,"Solid University, the professors here are kind and care about their students. the campus itself is also very well kept and maintained. Recommend coming here.",Eren Yeager,4.0,,2023-02-23
Acadia University,,,,nan,,,ChIJf9Wrt2_a1IkRrHuIaQFuZbs,"I did not have the best experience the first and the second year I attended this university. But it’s only as positive as you think it to be.

The sciences program is pretty solid here. Lots of opportunities to create extracurricular opportunities or join it. You can form some great relationships here if you choose to.

It is a very small campus so it is great to not have to walk far distances to attend classes. It also has an amazing park called The Valley, which is a great stress relief.

This university is very inclusive, intimate, and a close community. You choose what you want to do and you get out of it what you put in. I highly recommend joining extracurricular activities as well as any school opportunities.

Good luck with your future studies:)",Usman USI,4.0,,2018-04-22
Acadia University,,,,nan,,,ChIJf9Wrt2_a1IkRrHuIaQFuZbs,"Beautiful trail through mostly natural setting with a river running through it. Well kept trails. Parking at the University is payed parking, but it's free to park in the parkkng lot on old kingston road just south of the university.",John Recker,4.0,,2019-09-02
Acadia University,,,,nan,,,ChIJq6ePeZCgHlMRJAyHny_D4Uc,"A good university which looks and feels really modern, especially in the newer built areas. The new dorms are great for students and there are good underground paths in some areas for the height of winter. It’s close to the airport and the city. Also it’s great that it is along the Lake if you want to get out for a run.",Richard Loat,5.0,,2018-08-24
Acadia University,,,,nan,,,ChIJf9Wrt2_a1IkRrHuIaQFuZbs,This University is what you make out of it. I think what could really improve the teaching is if everyone did their Course Evaluations! If nobody says anything about the bad professors nothing changes.,Mark Carrasca,5.0,,2018-07-27
Acadia University,,,,nan,,,ChIJm_0x87g0K4gR93ZadrabHY0,"You'll get to see many beautiful architectural works around it. However, you need a whole day to complete the university tour. My favourite spot for photoshoot.",moment tracker,5.0,,2023-06-27
Acadia University,,,,nan,,,ChIJm_0x87g0K4gR93ZadrabHY0,"Amazing Campus. Plenty of greenery and artwork. Very walkable. Well maintained University. Location is amazing. Very convenient to areas around the city and transit/metro. A great mix of historic, old and modern buildings. The Robarts Library has lots of information and facts. Lots of maps and signs.",Lou Mustillo,5.0,,2023-08-29
Acadia University,,,,nan,,,ChIJm_0x87g0K4gR93ZadrabHY0,Beautiful landscape and buildings. Harry Potter fan favourite  #Toronto #Landscape #Education #School #Law #economics,Nadia Tuffaha,5.0,,2023-08-31
Acadia University,,,,nan,,,ChIJmUbv9rA0K4gRN0E20uZ_Gyg,What a Lovely and quiet residence! Very beautiful place to sit outside and relax.,Saif Beiruty,5.0,,2018-02-11
Acadia University,,,,nan,,,ChIJmUbv9rA0K4gRN0E20uZ_Gyg,"best college ever, im thankful i got placed here. love the people, the res, everything.",Shadman Rafiq,5.0,,2015-11-13
University of St. Michael's College in the University of Toronto,/school/5684,,,nan,,,,,,,,
Acadia University,,,,nan,,,ChIJmUbv9rA0K4gRN0E20uZ_Gyg,"Got food poisoning a lot at the cafeteria, my dorm had no working bathroom doors and lots of mosquitoes. Really friendly people though, loved my don",M C5768,2.0,,2018-12-01
Acadia University,,,,nan,,,ChIJmUbv9rA0K4gRN0E20uZ_Gyg,"I truly enjoyed my experience at your location in Brampton! A  very sweet young lady name Cierra  took her time and I left feeling great. Cierra did such an awesome job with my hair, that 2 if my co-worker's stated they would go to her.The time Cierra took on my hair to make sure I was absolutely happy with the outcome of ny new style! Thank-you Cierra for your beautiful energy & for the way you work!! 👌❤",Carole Lavigne,5.0,,2020-02-28
